"class" "test" "dei_paschi" "mont_dei" "danish" "dei" "dutch" "nordlb" "rescu" "brexit" "denmark" "fine" "deposit" "nordea" "estonia" "incom" "swedish" "foreign" "tax" "prosecutor" "suspici" "combin" "ing" "offer" "control" "mont" "show" "paschi" "industri" "member" "save" "inform" "branch" "restructur" "baltic" "ratio" "analyst" "banca" "pai" "commiss" "target" "sector" "term" "privat" "economi" "region" "tuesdai" "econom" "larg" "mondai" "start" "person" "fridai" "custom" "involv" "face" "estonian" "servic" "system" "stake" "recent" "continu" "fail" "offici" "minist" "result" "account" "net" "discuss" "sell" "declin_comment" "intern" "decis" "nation" "supervisori" "debt" "top" "unicredit" "familiar" "crisi" "rais" "set" "increas" "requir" "work" "credit" "sale" "wednesdai" "global" "thursdai" "quarter" "ag" "europ" "loss" "move" "issu" "ceo" "ad" "statement" "bad" "job" "close" "sew" "hold" "interest" "revenu" "head" "chief_execut" "meet" "client" "back" "reuter" "week" "dansk_bank" "firm" "transact" "largest" "alleg" "base" "potenti" "offic" "union" "call" "biggest" "scandal" "rule" "equiti" "sharehold" "sourc" "invest_bank" "group" "rate" "part" "told" "declin" "talk" "case" "matter" "bond" "oper" "board" "end" "million_euro" "germani" "month" "compani" "unit" "expect" "make" "profit" "chief" "cut" "time" "financ" "comment" "itali" "central_bank" "includ" "italian" "regul" "investig" "swedbank" "cost" "ecb" "carig" "trade" "author" "countri" "central" "german" "risk" "state" "peopl" "asset" "share" "execut" "investor" "merger" "fund" "invest" "deal" "manag" "commerzbank" "eu" "loan" "dansk" "govern" "monei_launder" "busi" "billion_euro" "million" "plan" "market" "launder" "report" "capit" "percent" "monei" "european" "financi" "lender" "billion" "deutsch_bank" "year" "euro" "deutsch" "bank"
"4425" 1 0 24.1300479965888 24.1300479965888 0 24.0767144657233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.7384526964483 0 23.7384526964483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01106047810429 0 0 1.94591014905531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.92145681151717 0 0 0 0 0 0 0 3.93119620805507 0 0 3.92186130196007 0 0 0 0 0 0 0 0 0 0 0 1.905455194363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.69027276426466 0 0 0 0 0 0 0 1.95976718371674 0 0 1.49778986534523 0 0 0 0 0 0 0 1.69294061822585 0 1.77938549174061 0 0 0 0 1.44152725351152 1.45969686587222 3.47324726480506 0 0 0 0 13.7346683143343 0 0 0 0 1.35025442463669 0 0 0 0 1.48686079481304 0 0 0 0 2.83110353421652 0 0 0 0 0 1.57308197026017 0 0 0 0 0 0 1.21782983898736 3.45427287319608 0 0 4.37614248656279 0 0 0.916126918293643 0 0.740791212798755 0 0 2.31768624555054 0 0 0.44429930730496
"4426" 1 0 24.1300479965888 24.1300479965888 0 24.0767144657233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23.7384526964483 0 23.7384526964483 0 0 0 0 0 2.31976991774815 0 0 4.45803110895937 4.35711949839325 0 2.37281913883796 4.49489851233704 0 2.10063438783148 0 0 0 0 0 0 4.02457043600037 0 0 2.01106047810429 0 0 0 0 0 0 2.23665501103764 0 0 0 0 0 0 2.10331535458473 0 0 0 0 0 1.97381893717239 0 0 0 0 0 0 0 1.96559810402753 1.87188409375603 0 1.96093065098004 0 0 2.05356687697349 0 0 0 0 0 0 0 0 0 0 1.70548558561393 0 4.07168978834816 0 0 0 0 0 0 0 0 1.82507367591204 0 0 0 0 0 0 0 0 0 0 0 0 1.75256396054605 0 0 0 3.76733568035618 0 0 0 0 0 0 0 3.04753070349699 0 0 0 0 0 0 0 0 0 0 1.43669132008011 0 0 0 3.06262511476775 1.69294061822585 0 1.77938549174061 0 0 0 3.41277541131413 1.44152725351152 0 5.20987089720759 1.59706393494666 0 0 1.59706393494666 7.84838189390532 0 0 0 0 1.35025442463669 0 2.80695837174798 2.982436200364 0 0 2.80163213690902 0 0 1.70098715247706 1.41555176710826 0 0 0 0 0 14.1577377323415 0 2.71319119995028 0 0 3.88118496574462 0 1.21782983898736 0 0 0 1.0940356216407 6.52873848690328 1.2955220443689 2.74838075488093 0 2.22237363839626 2.91898894437162 0 2.31768624555054 3.42451514970251 0 0.622019030226943
"4427" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06125922259665 0 0 0 0 0 2.01228521800019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.97381893717239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.87615304367561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56678273683218 0 0 0 0 0 0 0 1.70098715247706 0 0 0 0 1.77164850923846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29313112870513 0 0 1.26429712174065 0.0888598614609919
"4428" 1 0 3.01625599957361 3.01625599957361 0 3.00958930821542 0 0 2.58330152996764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.96730658705604 0 2.96730658705604 0 0 0 0 0 0 0 0 0 2.17855974919662 0 0 0 0 0 2.06125922259665 0 0 2.02710030378533 0 0 4.02457043600037 0 0 0 0 0 0 0 0 0 0 0 0 1.93111192795636 0 0 0 0 0 0 0 0 0 0 0 0 2.19902830005202 0 0 0 0 1.96559810402753 3.74376818751206 0 0 0 0 0 0 0 0 0 0 0 0 0 1.905455194363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.72736430698973 0 0 0 3.42182110742158 0 0 1.72552268584308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.95976718371674 0 0 2.99557973069047 1.80594878500236 0 0 0 0 0 0 0 0 0 0 0 0 3.41277541131413 1.44152725351152 0 0 0 0 0 3.19412786989331 0 11.3469685521154 0 0 2.81363617427901 1.35025442463669 0 0 1.491218100182 0 0 1.40081606845451 0 0 0 1.41555176710826 0 0 0 0 0 0 0 1.35659559997514 0 0 3.88118496574462 1.48252239321444 1.21782983898736 0 0 0 2.1880712432814 0 0 0.916126918293643 0 0.740791212798755 2.91898894437162 0 0.77256208185018 3.42451514970251 0 0.266579584382976
"4429" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2569918011329 0 2.30981958689498 0 0 0 0 2.22901555447968 0 0 0 0 2.31976991774815 0 0 0 0 0 0 0 0 0 4.12251844519329 4.37748331068348 0 0 2.10063438783148 2.02337590469434 0 2.07160860345865 0 0 0 2.01843151884888 1.94591014905531 0 0 0 0 1.92885459065471 2.00861548911122 1.93111192795636 0 1.99286713214308 0 0 0 10.5367516489846 0 1.80894429398216 0 0 4.08427636229973 2.01843151884888 0 0 0 1.95976718371674 0 0 0 0 0 0 0 0 0 0 0 0 4.1432172069173 0 3.83975170937888 7.99557951176241 1.905455194363 0 0 0 0 8.29685108638815 5.50894647233486 2.43070147845543 0 0 0 1.83118990292948 1.58021636437405 5.47522102773612 0 3.4844413238785 0 3.45472861397947 0 0 0 1.71091055371079 0 0 6.90209074337233 1.72552268584308 1.75256396054605 0 0 0 0 0 1.86234507070927 0 0 0 0 0 0 1.52904240884934 3.75230608735121 0 0 0 0 1.77454286726482 0 0 3.45288614494082 0 0 0 0 4.59393767215163 0 1.37392038363245 1.77938549174061 0 7.83783987203443 1.370689363051 0 0 1.45969686587222 0 1.59706393494666 0 0 0 0 0 0 0 0 0 4.70034821049655 1.40347918587399 0 15.9535112826129 0 0 5.11091192227372 0 5.10296145743119 0 0 7.25285396703921 0 8.8582425461923 0 0 0 5.42638239990056 0 0 0 0 1.21782983898736 0 0 0 0 1.30574769738066 0 0.916126918293643 0.918586944134505 0.740791212798755 0 7.75878677223076 0 0 7.58578273044393 1.0663183375319
"4430" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.31976991774815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07160860345865 0 4.02212095620858 0 0 0 0 0 0 2.23665501103764 1.92885459065471 0 0 0 0 0 0 0 4.21470065959383 0 1.80894429398216 1.95050785830394 0 0 0 0 1.85394165991289 0 0 0 0 0 0 0 1.88259083415045 0 0 0 0 0 0 4.1432172069173 0 0 0 0 0 0 0 0 2.07421277159704 1.83631549077829 0 0 0 0 0 0 0 0 1.74222066193925 3.97375100494964 0 0 0 0 0 0 0 1.72552268584308 0 0 0 0 0 0 0 0 0 4.20126877566295 0 0 3.01916143351307 1.52376535174849 1.52904240884934 3.75230608735121 0 1.56756797440689 0 1.62412585698961 0 0 0 0 1.43669132008011 0 1.68938505892452 0 1.53131255738388 0 0 1.77938549174061 0 0 1.370689363051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56678273683218 0 0 5.3178370942043 0 0 2.55545596113686 0 3.40197430495413 0 2.98826710828424 2.90114158681568 1.32775347534586 7.08659403695384 0 0 0 0 0 1.3166900558016 0 0 0 0 0 1.9765675862465 0 0 0 0 0 0.740791212798755 0 7.75878677223076 0 0 7.58578273044393 0.888598614609919
"4431" 1 0 0 0 0 0 0 0 2.58330152996764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30981958689498 0 0 0 0 0 0 0 0 0 2.31976991774815 0 4.53878742084616 0 2.17855974919662 2.25679511858676 0 0 0 0 2.06125922259665 0 0 0 0 0 0 0 0 0 0 4.03686303769776 3.89182029811063 0 0 0 0 1.92885459065471 0 3.86222385591273 0 0 0 0 0 0 4.10203171036377 0 0 0 0 0 6.59708490015605 0 0 1.95976718371674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.07168978834816 0 0 0 0 0 0 0 1.58021636437405 0 0 0 1.98687550247482 0 0 0 0 0 0 0 0 0 0 1.65880163555244 0 0 0 0 1.86234507070927 0 0 0 0 0 0 0 1.87615304367561 0 1.56756797440689 1.95976718371674 0 0 1.49778986534523 12.6416414950165 0 0 0 0 0 0 0 1.37392038363245 0 0 0 0 5.11916311697119 2.88305450702304 0 1.73662363240253 0 0 0 0 0 22.6939371042308 0 0 0 2.70050884927339 0 0 2.982436200364 1.77261236473477 1.48686079481304 0 1.27772798056843 2.86650268841532 0 0 0 1.45057079340784 1.32775347534586 0 0 9.43849182156103 0 4.06978679992542 0 0 5.17491328765949 10.3776567525011 0 0 0 0.988283793123251 3.28210686492209 9.14023388166459 1.2955220443689 1.83225383658729 0 2.22237363839626 3.89198525916216 0 0 9.41741666168191 0 0.622019030226943
"4432" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.67169425892828 0 0 2.80861663479536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10063438783148 0 0 4.1432172069173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.94763787434478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.74222066193925 0 0 0 0 1.92998262235921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.52076234648872 0 0 0 0 0 0 0 3.67880700293373 2.3869786674416 0 0 0 0 3.12729587605363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.32775347534586 0 0 0 0 0 0 0 0 0 0 0 0 0.988283793123251 1.0940356216407 0 0 0 0 0 0 0 0 0 0 0
"4433" 1 0 0 0 0 0 0 0 0 0 0 0 2.74034866366636 0 0 0 0 0 0 0 0 0 0 0 4.57396018985031 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25679511858676 0 0 0 2.10063438783148 2.06125922259665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.93111192795636 2.16991416220377 0 1.92885459065471 2.10331535458473 0 0 4.10203171036377 1.80894429398216 0 0 0 0 0 0 0 0 0 0 1.87188409375603 0 0 0 0 0 0 2.03208784529637 0 0 2.07160860345865 0 1.91987585468944 0 0 0 0 0 0 0 1.83631549077829 0 1.80694629131948 1.86023758836971 0 0 0 0 0 3.4844413238785 0 0 0 2.01351145972343 0 0 0 1.66138672962454 0 0 0 0 0 0 0 0 0 2.06771502293952 0 0 0 3.01916143351307 0 1.52904240884934 0 0 3.13513594881377 1.95976718371674 0 0 0 0 0 1.43669132008011 0 1.68938505892452 0 1.53131255738388 0 0 1.77938549174061 3.04152469297745 3.13513594881377 2.741378726102 0 7.20763626755761 1.45969686587222 0 0 0 0 0 0 0 0 1.56364793802681 1.40681808713951 6.75127212318347 0 1.40347918587399 0 3.54522472946953 0 0 0 0 0 1.41555176710826 0 0 1.32775347534586 0 0 1.57308197026017 0 6.78297799987571 0 0 0 4.44756717964333 0 0 0 0 0 0 0 0 0.918586944134505 0.740791212798755 2.91898894437162 6.46565564352563 2.31768624555054 0 6.32148560870327 1.0663183375319
"4434" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.44891947588764 0 0 5.14932433475387 0 0 0 0 0 0 0 0 0 0 0 0 4.20126877566295 0 0 0 0 0 0 2.01843151884888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.82202953353081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83118990292948 0 0 0 0 0 0 0 0 0 0 4.1852686903288 0 0 1.72552268584308 0 0 0 2.05868852709354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.370689363051 0 0 0 0 1.59706393494666 3.67880700293373 7.16093600232479 0 0 0 1.79405568148841 6.25459175210725 0 0 0 0 0 0 0 0 0 1.43325134420766 0 0 0 0 0 0 0 0 0 0 3.27840303879012 0 0 0 0 0 3.21200689997093 0.988283793123251 0 0 2.5910440887378 0 0 0.740791212798755 0 0 0 0 0 0.177719722921984
"4435" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30981958689498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80894429398216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83631549077829 0 1.80694629131948 0 0 0 0 0 0 0 0 0 0 0 1.92998262235921 0 0 1.66138672962454 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.52904240884934 1.87615304367561 1.90876462926437 1.56756797440689 0 0 0 0 0 0 0 1.67441340102455 0 0 0 0 0 0 0 0 1.370689363051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.77261236473477 0 1.40081606845451 1.27772798056843 0 0 0 0 1.45057079340784 0 5.31494552771538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.87939338611538 0 0 3.79289136522196 0.266579584382976
"4436" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.45139836022658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25679511858676 0 0 0 0 0 2.18874165534174 0 0 4.20126877566295 0 0 2.07160860345865 2.40134157144196 0 2.30981958689498 0 0 0 0 0 2.23665501103764 0 0 0 0 0 0 0 0 8.42940131918765 0 1.80894429398216 0 3.94763787434478 0 0 0 0 0 0 0 0 0 5.70317874866988 0 1.88259083415045 0 0 0 0 0 0 4.1432172069173 0 0 1.9988948779406 0 0 0 0 0 0 1.83631549077829 0 0 5.58071276510912 0 0 1.58021636437405 0 6.02951170908464 0 0 1.72736430698973 0 0 0 0 0 0 3.45104537168617 1.72552268584308 1.75256396054605 1.65880163555244 1.61173412469445 0 0 0 3.72469014141854 0 0 0 1.95397006603241 1.50958071675654 1.52376535174849 1.52904240884934 7.50461217470242 0 0 0 0 0 2.99557973069047 0 1.72644307247041 1.43669132008011 0 0 1.49267476467846 4.59393767215163 3.3858812364517 1.37392038363245 0 3.04152469297745 1.56756797440689 2.741378726102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56678273683218 0 0 3.54522472946953 0 2.80163213690902 1.27772798056843 0 0 0 1.49413355414212 4.35171238022353 0 10.6298910554308 0 0 0 2.71319119995028 0 1.3166900558016 0 0 0 2.30284858213072 0 0 0 2.61149539476131 0 0 0.918586944134505 0 0 2.58626225741025 0 0 2.52859424348131 0.622019030226943
"4437" 1 0 0 0 11.4122735894648 0 0 0 0 0 0 2.57466216737694 0 9.43363662235959 2.67406673928191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.22445973794382 0 0 0 0 0 0 0 2.37281913883796 2.24744925616852 0 0 0 0 0 0 0 2.02337590469434 0 0 0 0 0 0 1.94591014905531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80894429398216 0 0 0 2.01843151884888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80694629131948 0 0 1.96911304613498 0 0 0 0 0 0 0 0 0 0 0 1.86023758836971 0 0 0 0 0 0 0 0 4.10968966483796 0 0 0 2.0926343451644 0 1.72552268584308 0 0 0 0 0 0 0 0 0 0 0 0 1.50958071675654 0 1.52904240884934 0 0 0 0 0 0 0 0 0 0 0 1.68938505892452 0 0 0 0 0 0 0 1.370689363051 0 0 1.45969686587222 0 0 5.51821050440059 0 0 0 0 0 4.69094381408044 1.40681808713951 0 0 0 0 0 0 0 0 0 0 0 0 0 1.32775347534586 0 0 0 14.07742334673 0 1.63920151939506 0 0 0 2.43565967797472 0 3.21200689997093 0 1.0940356216407 0 1.2955220443689 0 0.918586944134505 0 1.94599262958108 0 0 0 0 0.44429930730496
"4438" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26939371042308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01106047810429 0 0 0 0 0 0 0 0 2.00861548911122 0 0 0 1.92885459065471 0 0 0 4.10203171036377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.10713375394698 0 0 0 2.03961611171716 0 0 1.91987585468944 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58021636437405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.50958071675654 0 0 0 0 0 0 0 0 0 1.80594878500236 0 1.43669132008011 0 0 0 0 0 1.37392038363245 0 0 0 0 0 0 1.45969686587222 0 0 0 0 0 0 0 0 0 1.40681808713951 0 0 0 0 0 0 0 1.27772798056843 0 0 0 0 1.45057079340784 0 0 0 0 0 0 0 2.6333801116032 0 2.96504478642889 1.21782983898736 0 0 0 2.1880712432814 0 0 0 0 0 0 0 0 0.856128787425629 0 0.266579584382976
"4439" 1 0 0 0 8.55920519209859 0 0 0 0 0 2.75312022934585 0 0 0 2.67406673928191 0 2.67169425892828 0 0 0 2.45903198508165 0 0 0 4.57396018985031 0 0 0 0 0 0 2.22445973794382 0 0 5.14932433475387 0 0 0 0 0 0 0 0 0 0 2.22143401702728 0 0 0 0 0 0 0 0 2.01843151884888 0 0 0 2.21241139942765 0 0 2.00861548911122 0 0 0 0 0 0 0 0 0 0 0 0 2.01843151884888 0 0 0 0 0 0 0 0 0 3.76518166830091 0 0 1.82202953353081 0 0 0 0 0 0 0 0 0 0 3.41277541131413 0 0 0 0 0 0 0 1.83118990292948 0 1.82507367591204 2.00983723636155 1.74222066193925 0 0 2.05484483241898 0 1.92998262235921 1.71091055371079 4.1852686903288 1.66138672962454 0 0 0 0 1.61173412469445 2.05868852709354 0 0 0 0 0 0 0 0 0 0 0 1.90876462926437 0 0 0 0 0 0 0 0 0 5.06815517677355 0 0 0 0 0 0 0 1.370689363051 0 0 0 0 1.59706393494666 0 2.3869786674416 0 0 0 1.79405568148841 3.12729587605363 0 0 0 1.40347918587399 0 0 0 1.40081606845451 0 0 0 0 0 0 0 0 0 0 4.02212095620858 0 4.91760455818518 0 0 0 0 0 6.42401379994186 3.953135172493 0 1.30574769738066 5.1820881774756 0 1.83717388826901 2.22237363839626 1.94599262958108 0 0 0 0 0.44429930730496
"4440" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.6867770357131 0 0 0 2.45903198508165 0 0 0 0 0 0 0 0 0 0 0 0 0 5.14932433475387 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.42513043340597 0 0 0 0 0 0 0 0 0 2.10331535458473 0 0 0 0 0 0 0 2.01843151884888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80694629131948 0 0 0 0 0 0 0 0 1.70638770565706 0 0 0 0 0 0 0 1.83118990292948 0 0 0 0 0 0 0 0 0 0 4.1852686903288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.62412585698961 0 0 0 0 0 0 0 0 1.53131255738388 0 0 0 0 0 0 0 1.44152725351152 0 0 1.59706393494666 1.83940350146686 7.16093600232479 0 0 0 0 1.56364793802681 0 1.35025442463669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01106047810429 0 3.27840303879012 0 0 0 0 0 3.21200689997093 0.988283793123251 0 0 2.5910440887378 0 0.918586944134505 0.740791212798755 0.972996314790539 0 0 0 0 0.0888598614609919
"4441" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.43256541189349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02710030378533 2.10063438783148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04213818114987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.70548558561393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.53131255738388 0 0 0 0 0 0 0 0 0 0 0 0 0 1.59706393494666 0 0 0 0 0 0 1.56678273683218 0 1.491218100182 0 0 0 0 0 1.70098715247706 0 0 1.45057079340784 0 1.77164850923846 0 0 0 1.35659559997514 0 1.3166900558016 0 0 0 0 0 0 0 0 0 0 0 0 0 1.29313112870513 0 0 1.26429712174065 0.0888598614609919
"4442" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2.67406673928191 0 2.67169425892828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.67337921383147 0 0 2.57466216737694 0 0 0 0 0 0 0 0 0 0 0 2.02710030378533 4.20126877566295 0 0 0 0 0 0 2.01843151884888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.82202953353081 0 0 0 0 0 0 0 0 0 0 1.70638770565706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05484483241898 0 0 1.71091055371079 2.0926343451644 0 0 0 0 0 0 4.11737705418709 0 0 3.72469014141854 0 0 0 0 0 1.52376535174849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.67880700293373 4.77395733488319 0 0 0 0 3.12729587605363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01106047810429 0 3.27840303879012 0 0 0 0 0 3.21200689997093 1.9765675862465 0 0 2.5910440887378 0 0 0.740791212798755 0 0 0 0 0 0.266579584382976
"4443" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01228521800019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80894429398216 0 0 0 0 0 0 5.55305664048772 0 0 0 1.87188409375603 0 0 0 0 0 0 2.03208784529637 0 0 0 0 0 0 0 0 0 0 0 6.22263831479111 1.83631549077829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.75256396054605 0 1.61173412469445 0 0 0 0 4.13543004587903 0 0 0 1.50958071675654 0 1.52904240884934 0 0 1.56756797440689 0 0 0 0 0 0 0 0 0 0 0 0 0 5.33815647522183 0 0 1.370689363051 3.41277541131413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.48686079481304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.6333801116032 0 0 3.65348951696209 0 0 0.988283793123251 0 1.30574769738066 0 0 0 0 0 0 0 0 0 0.177719722921984
"4444" 1 0 0 0 0 0 0 0 0 0 0 0 2.74034866366636 0 0 0 0 5.14502787767729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96559810402753 0 0 0 0 0 0 0 0 1.80694629131948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83118990292948 0 0 0 0 0 0 0 0 0 0 0 1.66138672962454 0 0 0 0 1.61173412469445 2.05868852709354 0 0 0 0 0 1.69027276426466 0 0 0 0 0 0 0 0 3.24825171397923 0 0 0 0 0 3.3488268020491 0 0 0 0 0 0 1.52076234648872 0 0 0 0 0 0 3.19412786989331 0 0 0 0 0 0 1.56364793802681 2.81363617427901 0 0 0 0 0 1.48686079481304 0 0 0 0 1.41555176710826 1.49413355414212 0 0 0 0 0 0 1.35659559997514 0 0 0 0 0 0 0 0 0 0 0 0 0.918586944134505 0 0 0 0.77256208185018 0 0 0.710878891687935
"4445" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.57466216737694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10331535458473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.80694629131948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58021636437405 0 0 0 0 0 0 0 0 0 2.0926343451644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.43669132008011 0 0 0 0 0 1.37392038363245 0 0 0 1.370689363051 0 0 0 0 0 0 2.3869786674416 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27772798056843 0 0 0 0 0 0 0 0 0 0 0 1.63920151939506 0 0 0 0 0 1.60600344998547 0 0 0 1.2955220443689 0 0 0 0 0 0 0 0 0.0888598614609919
